,date,freq
969,"December 31, 2017",2
970,"January 30, 2020",2
971,"October 03, 2020",2
972,"June 09, 2021",2
973,"February 25, 2019",2
974,"January 08, 2018",2
975,"November 22, 2015",2
976,"April 08, 2019",2
977,"April 05, 2017",2
978,"November 28, 2012",2
979,"November 22, 2013",2
980,"April 13, 2019",2
981,"February 10, 2015",2
982,"September 15, 2016",2
983,"July 11, 2013",2
984,"May 16, 2020",2
985,"September 27, 2019",2
986,"December 13, 2017",2
987,"February 15, 2019",2
988,"November 05, 2013",2
989,"April 13, 2018",2
990,"April 23, 2018",2
991,"January 16, 2016",2
992,"October 06, 2014",2
993,"April 20, 2020",2
994,"July 08, 2019",2
995,"July 19, 2019",2
996,"September 29, 2019",2
997,"March 11, 2017",2
998,"July 16, 2016",2
999,"December 19, 2018",2
1000,"August 19, 2018",2
1001,"August 20, 2018",2
1002,"August 18, 2018",2
1003,"September 11, 2019",2
1004,"August 21, 2018",2
1005,"September 05, 2018",2
1006,"June 26, 2017",2
1007,"October 10, 2021",2
1008,"July 05, 2016",2
1009,"July 20, 2016",2
1010,"October 09, 2019",2
1011,"December 22, 2017",2
1012,"December 13, 2018",2
1013,"January 16, 2015",2
1014,"November 09, 2016",2
1015,"February 16, 2018",2
1016,"March 14, 2016",2
1017,"April 24, 2019",2
1018,"December 10, 2018",2
1019,"March 19, 2018",2
1020,"November 18, 2018",2
1021,"May 27, 2016",2
1022,"March 26, 2018",2
1023,"July 24, 2018",2
1024,"August 01, 2015",2
1025,"March 03, 2018",2
1026,"October 20, 2018",2
1027,"April 03, 2019",2
1028,"September 14, 2020",2
1029,"June 07, 2019",2
1030,"January 25, 2020",2
1031,"September 21, 2019",2
1032,"May 15, 2021",2
1033,"May 17, 2021",2
1034,"May 26, 2019",2
1035,"June 14, 2020",2
1036,"January 21, 2022",2
1037,"October 17, 2016",2
1038,"October 20, 2017",2
1039,"April 28, 2021",2
1040,"July 06, 2015",2
1041,"May 31, 2013",2
1042,"August 08, 2019",2
1043,"November 13, 2018",2
1044,"October 02, 2018",2
